timestamp,speaker,words,tags
,JK and CH,*Brief Exchange about Consent*,
0:49,CH,How did you feel about the 1960's? When you look back now what sort of things come to mind?,
1:07,JK,"Well there was a lot going on, a lot of conflict. The Vietnam War had grown significantly. The resnetnment the Protests against it. Socially, people had made the discintion between War and Peace. Peace at home and soldiers at war. It was a crazy time. I had been partying and doing a lot of crazy stuff.",Vietnam; The Military
1:37,CH,"Do you still see it like this? I know in history its seen as a crazy time, but personally at the time you saw it the same way?",
1:44,JK,"I don't see I-- I think life sometimes evolved based on the cirumstances, the events. The war, The Vietnam War did not end until 1975. And a lot of people had died protesting the war. A lot of colleges, things like that. Young people like myself, I joined the military volunentarily but there was a lot more people who were afraid of war. They did not want to participate in it. And did not believe in that particular war for sure. It was just a different time. Very different than WW2 or the Korean war. Back then our country itself was more behind it. Vietnam was awful. Even guys like me that were coming home much after the war still got spit on and called ""baby killers"" and things like that. That resentment, that anger. The 60's were fun though, none of the technoligies we have now were avaliable. No cellphones or anything like that at our level. Technology was much different in those days I rode a bike and delivered newspapers door to door and you don't really do that anymore.",Vietnam; General
3:20,CH,Yeah. What else do you feel like is different? Other than just cultural changes?,
3:27,JK,"I would say the food has changed. The concept of chains of places, for example I worked at the thirteenth Mcdonalds in the country- in Los Angeles. That chain was new. A hamburger was 29 cents.",Cultural
,CH,"Oh, wow. I guess another thing just kind of a left turn on you, it is not as deep neccesarily as the other questions but what was the social life like back then? What was dating like? Is it different than it would be today?",
3:46,JK,"So much of that depended on how old you were. And whether or not you had a car. We had public transportation, we had busses but it was not really considered a way to date somebody. It was not like ""Hey, I will pick you up and we will take the buss into town"". (Laughter)",Social; Cultural
4:07,CH,Yeah I get that (Laughter).,
5:18,JK,"In the city you learned to ride your bike or you drove. So, really dating didn't start as much until you were actually able to drive. Once you were 16 then you could get a license. If somebody was good enough to lend you their car then you could go out. Very structured though. Very formal. But once you go to college its much different. I was underage then, in 1969 8th grade. So my teen years, my crazier years bled into the 70's.",Social
5:30,CH,"Ok, and do you feel like the cultures of the 60's and 70's were similar? Or did they change at all?",
5:32,JK,Could you repeat that please?,
5:33,CH,"Oh, I am sorry, I said was the culture of the 60's or 70's different. Anything like that?",
5:42,JK,"Well, One of the things I see is the changes to music and the general cultural patterns. The music that we'd listen to, the instruaments. the styles very very different. The difference in the genres between then and now are astounding. There was Elvis in the 50's and a lot of other artists really built on that style. He was often imitated, seldom duplicated. The music groups(in the 70's) were more about harmonies and singing abilities as opposed to mass produced music like we see today. There is a lot of excpectation that it is all electronic. Back then it was all actual live music, played by musicans. We had those kinds of things and it reflected our culture and thoughts. That was our culture. That remains the same. The music that you hear today is a reflection of today, the music you heard than was a reflection of those days. They were songs about peace and against war.",Social; Cultural
7,CH,Sorry to interupt. But do you feel some of that had to do with scars from Vietnam from the 1960's?,
7:20,JK,"Oh yeah. Most of the Major Music trends from that period had to do with that war. Absolutely. So many songs and groups that came out of that era were. The Doors for example, Creedence Clear Water Revival was a big one, Skynrd(Lynrd Skynrd). Southern rock kind of bands, Marshall Tucker. Bob Seager guys that went back all the bands from that era. I would say Crosby Stills and Nash was there too- they had all kind of done their own things as independent as well. I would say they had the most to say about that. Neil Young was another Anti-War person. He was against the protests. You know it's the 60's Martin Luther King was conducting march cause segragation was an issue. Your Aunt Marie was pulled out of school because mom didn't want her attending an integrated school things like that. It was a black and white issue. We knew it. When we were growing up there was a lot of conflict. Racial conflict. That is another underlying thing, it was more prevalant in the South of the United States than California(where he lived at the time). Did not really have as much impact. Marie and I didn't know any of that we were not hateful, we just understood they were different colors than us. It was not a dislike or a hate, we just accepted that they were different.",Cultural;Music
9:33,CH,Did it feel elevated in LA?,
9:38,JK,"I thought it was pretty cool. They said you could go to the beach in the morning, go to Disneyland in the afternoon, and got to the mountains at night, all on one tank of gas.",Social; Cultural
9:55,CH,"Yeah, I guess that makes sense. A little bit more of what I was getting at was- did you notice any of the social changes at the time? Desegragation that sort of thing? Did it mean anything to you at the time? Did you care? Not Care?",
10:15,JK,"I didn't notice it at the time, I think I was still too young to really understand or realize what it was. We used to make the comment that my dad wanted to be the last white guy out of Reseda. (This) because homes were selling that was the trend in those days. If a black family moved in, that whole street was up for sale. White people would move out and black people would move in. We saw with our neighborhood thats why dad wanted to be the last white guy in LA we kept thinking that they would come back, that white people would move back in and they just never did. They would move South they would move to Orange County, that was a big move in those days. But there was not as much problems between the other races- a lot of Mexican people, Spanish people around. It was not really a problem. By in large the growunps did more, we were kids. The grownups had jobs paying money to feed their families it became more about class(sophfistication). It did not matter if you were a white drunk driver or a black drunk drive, you were a drunk driver. But I don't really remember a lot of hatred.",Racial Issues
12:28,CH,"Sorry, I did not catch that last part could you repeat it?",
12:32,JK,"Yeah, I don't think people really looked at it that way with that kind of hatred. Not a lot of hatred- just nice people and not nice people.",General
12:50,CH,"I was just going to ask, do you think it had to do generationaly? Perhaps your parents generation cared more? And a lot of people in your generation growing up in the 60's and 70's were more apathetic is that a safe assumption?",
